"id","job_title","company_name","job_location","city","region","country","email_id","email_date","total_jobs"
489,"Data Scientist, AWS Lablet","Amazon Web Services (AWS)","Tübingen","Tübingen","Tübingen","Tübingen","18380dab14957b99","2022-09-27",NULL
490,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","18380dab14957b99","2022-09-27",NULL
491,"Senior Applied Scientist","Zalando","Berlin","Berlin","Berlin","Berlin","18380dab14957b99","2022-09-27",NULL
492,"Senior Customer Data Analyst, Customer Segmentation and Targeting (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","18380dab14957b99","2022-09-27",NULL
493,"Senior Customer Segmentation & Targeting Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","18380dab14957b99","2022-09-27",NULL
494,"Data Science Sr Analyst","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","1839fa13349a90a8","2022-10-03",NULL
495,"Data Scientist","Stellantis","Śląskie, Poland","Śląskie, Poland","Śląskie, Poland","Śląskie, Poland","1839fa13349a90a8","2022-10-03",NULL
496,"Data Scientist | Portugal","QuintoAndar","Portugal","Portugal","Portugal","Portugal","1839fa13349a90a8","2022-10-03",NULL
497,"Pricing Analytics Manager","Celonis","Madrid","Madrid","Madrid","Madrid","1839fa13349a90a8","2022-10-03",NULL
498,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","1839fa13349a90a8","2022-10-03",NULL
499,"1-3 postdoctoral positions in pharmacoepidemiology and causal inference","Karolinska Institutet","Solna","Solna","Solna","Solna","183a4ce08eac2854","2022-10-04",NULL
500,"Data Scientist - Accommodations, Global Customer Services","Booking.com","Amsterdam","Amsterdam","Amsterdam","Amsterdam","183a4ce08eac2854","2022-10-04",NULL
501,"Data Scientist / Machine Learning Engineer (d/f/m)","Stylight","Munich","Munich","Munich","Munich","183a9e22d30029c3","2022-10-05",NULL
502,"Head of Machine Learning","AstraZeneca","Barcelona","Barcelona","Barcelona","Barcelona","183a9e22d30029c3","2022-10-05",NULL
503,"Rigorous Impact Evaluation Specialist (m/f/d) (DE2201ME)","Center for Evaluation and Development (C4ED)","Baden-Württemberg, Germany","Baden-Württemberg, Germany","Baden-Württemberg, Germany","Baden-Württemberg, Germany","183a9e22d30029c3","2022-10-05",NULL
504,"Senior BIE, Vendor experience","Amazon","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","183a9e22d30029c3","2022-10-05",NULL
505,"Data Scientist, Bayesian Statistics","Intelligencia","Athens","Athens","Athens","Athens","183b4439df5a60a0","2022-10-07",NULL
506,"Mathematican, theoretical Physicist, Statistican or similar (f/m/x)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","183b4439df5a60a0","2022-10-07",NULL
507,"Mathematiker/in, theoretische/r Physiker/in, Statistiker/in o.ä. (w/m/d)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","183b4439df5a60a0","2022-10-07",NULL
508,"Physicist, Computer Scientist, Mathematician or similar (f/m/x)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","183b4439df5a60a0","2022-10-07",NULL
509,"Senior Product Analyst - Customer Facing Applications (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","183b4439df5a60a0","2022-10-07",NULL
510,"Senior Data Scientist- Inference","Tripadvisor","Lisbon","Lisbon","Lisbon","Lisbon","183d83d06a779284","2022-10-14",NULL
511,"Senior Manager Machine learning #SWX","Stellantis","Poissy","Poissy","Poissy","Poissy","183d83d06a779284","2022-10-14",NULL
512,"2023 Applied Science Internship - Machine Learning, Deep Learning, Causal Inference, Causal Representation Learning (m/w/d)","Amazon","Tübingen","Tübingen","Tübingen","Tübingen","184df2100b4a7a24","2022-12-04",NULL
513,"Analyst - Business Intelligence","Philip Morris International","Cracow","Cracow","Cracow","Cracow","184df2100b4a7a24","2022-12-04",NULL
514,"Senior Manager Machine learning #SWX","Stellantis","Poissy","Poissy","Poissy","Poissy","184df2100b4a7a24","2022-12-04",NULL
515,"(senior) Data Scientist","Artefact","Utrecht","Utrecht","Utrecht","Utrecht","185317c0d33842e6","2022-12-20",NULL
516,"Head of Data Science & Analytics Stellantis Data Business Unit","Stellantis","Poissy","Poissy","Poissy","Poissy","185317c0d33842e6","2022-12-20",NULL
517,"Machine Learning, AI - Research Scientist for Casuality","AstraZeneca","Mölndal","Mölndal","Mölndal","Mölndal","185317c0d33842e6","2022-12-20",NULL
518,"Senior Product Analyst - Goal Based Shopping (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","185317c0d33842e6","2022-12-20",NULL
519,"Data Scientist","Jungheinrich Digital Solutions AG & Co. KG","Community of Madrid, Spain","Community of Madrid, Spain","Community of Madrid, Spain","Community of Madrid, Spain","185369f780c01480","2022-12-21",NULL
520,"Senior Data Scientist - Insights (Product Ops)","Preply","Paris","Paris","Paris","Paris","185369f780c01480","2022-12-21",NULL
521,"Postdoc in Analytical Sociology","Linköping University","Norrköping","Norrköping","Norrköping","Norrköping","1853bcd1f4c0a07b","2022-12-22",NULL
522,"Postdoc in developing deep learning for satellite images","Chalmers University of Technology","Göteborg","Göteborg","Göteborg","Göteborg","1853bcd1f4c0a07b","2022-12-22",NULL
523,"Senior Applied Scientist","Zalando","Berlin","Berlin","Berlin","Berlin","1853bcd1f4c0a07b","2022-12-22",NULL
524,"Senior Data Scientist - Insights (Product Ops)","Preply","Barcelona","Barcelona","Barcelona","Barcelona","1853bcd1f4c0a07b","2022-12-22",NULL
525,"Statistical Geneticist","Human Technopole","Milan","Milan","Milan","Milan","1853bcd1f4c0a07b","2022-12-22",NULL
526,"Biostatistician","UMC Utrecht","Utrecht","Utrecht","Utrecht","Utrecht","1855aa9fc80816e8","2022-12-28",NULL
527,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","1855aa9fc80816e8","2022-12-28",NULL
528,"Pricing Manager","Celonis","Madrid","Madrid","Madrid","Madrid","1855aa9fc80816e8","2022-12-28",NULL
529,"Product Owner Data Analytics im Bereich Marketing und Vertrieb (w/m/d)","HUK-COBURG","Coburg","Coburg","Coburg","Coburg","1855aa9fc80816e8","2022-12-28",NULL
530,"Econometrician/Data Scientist","EcoMetricx","Bucharest","Bucharest","Bucharest","Bucharest","1857eb6d0d5bb11f","2023-01-04",NULL
531,"Marketing Data Scientist","Google","Amsterdam","Amsterdam","Amsterdam","Amsterdam","1857eb6d0d5bb11f","2023-01-04",NULL
532,"2023 Applied Science Internship - Machine Learning, Deep Learning, Causal Inference, Causal Representation Learning (m/w/d)","Amazon","Tübingen","Tübingen","Tübingen","Tübingen","185bc929d64ff780","2023-01-16",NULL
533,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","185bc929d64ff780","2023-01-16",NULL
534,"Senior Manager Machine learning #SWX","Stellantis","Poissy","Poissy","Poissy","Poissy","185bc929d64ff780","2023-01-16",NULL
535,"HP.com Digital Marketing Analytics Lead","HP","Athens","Athens","Athens","Athens","185cc00393cfb6ba","2023-01-19",4
536,"Senior Solution Data Scientist, Life Sciences","Dataiku","France","France","France","France","185cc00393cfb6ba","2023-01-19",4
537,"Senior Data Scientist","Bolt","Warsaw","Warsaw","Warsaw","Warsaw","185d1248e16c5077","2023-01-20",4
538,"Senior People Analytics Researcher","Workday","Dublin","Dublin","Dublin","Dublin","185d1248e16c5077","2023-01-20",4
539,"Biometrics Team Leader/Senior Director – Global Medical Affairs/Payer Biometrics","AstraZeneca","Warsaw","Warsaw","Warsaw","Warsaw","185d641035d19a8c","2023-01-21",2
540,"HP.com Digital Marketing Analytics Lead","HP","Zagreb","Zagreb","Zagreb","Zagreb","185d641035d19a8c","2023-01-21",2
541,"Data Scientist (m/w/d)","GfK","Warsaw","Warsaw","Warsaw","Warsaw","1838b1ca562815c9","2022-09-29",5
542,"Data Scientist - Identity Fraud","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","1838b1ca562815c9","2022-09-29",5
543,"Data Scientist, Campaigns","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","1838b1ca562815c9","2022-09-29",5
544,"Senior Data Scientist, Marketplace","Bolt","Warsaw","Warsaw","Warsaw","Warsaw","1838b1ca562815c9","2022-09-29",5
545,"Senior Pricing Analyst","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","1838b1ca562815c9","2022-09-29",5
546,"Deep Learning Research Engineer","Cubiq Recruitment","Paris","Paris","Paris","Paris","1839038f20fb875b","2022-09-30",2
547,"Senior Data Scientist- Inference","Tripadvisor","Lisbon","Lisbon","Lisbon","Lisbon","1839038f20fb875b","2022-09-30",2
548,"Post Doc - Statistical Methodology for Real-World Evidence in Clinical Development","PharmiWeb.Jobs","Biberach","Biberach","Biberach","Biberach","183955d2e648f532","2022-10-01",2
549,"Senior Data Scientist - Commerce Platform","Spotify","France","France","France","France","183955d2e648f532","2022-10-01",2
550,"People Analytics Lead (F/M/X) - CDI","Jellysmack","Paris","Paris","Paris","Paris","183b97644344dc55","2022-10-08",1
551,"Senior Machine Learning Researcher (m/f/d)","Merantix Momentum","Berlin","Berlin","Berlin","Berlin","183cdf079809985e","2022-10-12",1
552,"Lead Data Scientist","EPAM Systems","Hoofddorp","Hoofddorp","Hoofddorp","Hoofddorp","183e517255ecb9a9","2022-10-17",1
553,"Data Scientist","Alstom","Madrid","Madrid","Madrid","Madrid","183e879a1d72ea4c","2022-10-17",2
554,"Lead Data Scientist","EPAM Systems","Hoofddorp","Hoofddorp","Hoofddorp","Hoofddorp","183e879a1d72ea4c","2022-10-17",2
555,"Lead Data Scientist","SETESCA","Montornès del Vallès","Montornès del Vallès","Montornès del Vallès","Montornès del Vallès","183ed2995d6ee516","2022-10-18",3
556,"PhD Position European identity formation","University of Amsterdam","Amsterdam","Amsterdam","Amsterdam","Amsterdam","183ed2995d6ee516","2022-10-18",3
557,"Senior Data Scientist","imec","Wageningen","Wageningen","Wageningen","Wageningen","183ed2995d6ee516","2022-10-18",3
558,"Principal - Data Science","Just Eat Takeaway.com","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","183f0b87592a22bc","2022-10-19",2
559,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","183f0b87592a22bc","2022-10-19",2
560,"Data Science Engineering Manager","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","183f7228fe9eae59","2022-10-20",5
561,"Post Doc – Statistical Methodology for Real-World Evidence in Clinical Development (m/w/d)","Boehringer Ingelheim","Ingelheim am Rhein","Ingelheim am Rhein","Ingelheim am Rhein","Ingelheim am Rhein","183f7228fe9eae59","2022-10-20",5
562,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","183f7228fe9eae59","2022-10-20",5
563,"Senior Data Scientist","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","183f7228fe9eae59","2022-10-20",5
564,"Senior Data Scientist, Marketplace","Bolt","Warsaw","Warsaw","Warsaw","Warsaw","183f7228fe9eae59","2022-10-20",5
565,"Applied Science Manager (m/f/d)","Zalando","Berlin","Berlin","Berlin","Berlin","183fc441db535011","2022-10-21",3
566,"Data Scientist, Database Migration Accelerator (DMA)","Amazon","Warsaw","Warsaw","Warsaw","Warsaw","183fc441db535011","2022-10-21",3
567,"Postdoctoral Researcher (f/m/d) | Applied machine learning and human behavior","Generalverwaltung der Max-Planck-Gesellschaft München","Berlin","Berlin","Berlin","Berlin","183fc441db535011","2022-10-21",3
568,"Applied Scientist Intern, AWS AI Labs Computer Vision","Amazon Web Services (AWS)","Tübingen","Tübingen","Tübingen","Tübingen","18401898b3759990","2022-10-22",1
569,"Lead Analyst – Business Intelligence","Philip Morris International","Cracow","Cracow","Cracow","Cracow","1840c198a7fd4c50","2022-10-24",4
570,"People Analytics Lead (F/M/X) - CDI","Jellysmack","Paris","Paris","Paris","Paris","1840c198a7fd4c50","2022-10-24",4
571,"Senior Machine Learning Researcher (m/f/d)","Merantix Momentum","Berlin","Berlin","Berlin","Berlin","1840c198a7fd4c50","2022-10-24",4
572,"Senior Solution Data Scientist, Life Sciences","Dataiku","France","France","France","France","1840c198a7fd4c50","2022-10-24",4
573,"Data Scientist - Content Platform Catalog","Spotify","Italy","Italy","Italy","Italy","18410f0cd7f67586","2022-10-25",1
574,"Business Analyst (f/m/d)","Zalando","Berlin","Berlin","Berlin","Berlin","184160c7c1000c6c","2022-10-26",3
575,"Senior BIE, Vendor experience","Amazon","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","184160c7c1000c6c","2022-10-26",3
576,"Statistical expert for cardio-renal outcome trials","Novo Nordisk","Søborg","Søborg","Søborg","Søborg","184160c7c1000c6c","2022-10-26",3
577,"Data Science Manager / Chemicals (all genders)","Accenture DACH","Kronberg","Kronberg","Kronberg","Kronberg","1841b3dcc4822340","2022-10-27",6
578,"Data Scientist","Tencent","Amsterdam","Amsterdam","Amsterdam","Amsterdam","1841b3dcc4822340","2022-10-27",6
579,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","1841b3dcc4822340","2022-10-27",6
580,"Senior BIE, Vendor experience","Amazon","Paris","Paris","Paris","Paris","1841b3dcc4822340","2022-10-27",6
581,"Senior Data Analyst - Remote","Elemy","Poland","Poland","Poland","Poland","1841b3dcc4822340","2022-10-27",6
582,"Senior Data Scientist- Inference","Tripadvisor","Lisbon","Lisbon","Lisbon","Lisbon","1841b3dcc4822340","2022-10-27",6
583,"(senior) Data Scientist","Artefact","Utrecht","Utrecht","Utrecht","Utrecht","184206e592cf2b2e","2022-10-28",6
584,"Data Analyst - Digital Marketing","Kindred Group plc","Stockholm City","Stockholm City","Stockholm City","Stockholm City","184206e592cf2b2e","2022-10-28",6
585,"Data Scientist, Bayesian Statistics","Intelligencia","Athens","Athens","Athens","Athens","184206e592cf2b2e","2022-10-28",6
586,"Senior BIE, Vendor experience","Amazon","Milan","Milan","Milan","Milan","184206e592cf2b2e","2022-10-28",6
587,"Senior Data Analyst - BI","Philip Morris International","Cracow","Cracow","Cracow","Cracow","184206e592cf2b2e","2022-10-28",6
588,"Senior Product Analyst - Customer Facing Applications (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","184206e592cf2b2e","2022-10-28",6
589,"Business Intelligence Engineer, EU SL AVS","Amazon","Munich","Munich","Munich","Munich","184258aee99824cf","2022-10-29",4
590,"Senior BIE, Vendor experience","Amazon","Munich","Munich","Munich","Munich","184258aee99824cf","2022-10-29",4
591,"Senior Data Analyst - BI","Philip Morris International","Cracow","Cracow","Cracow","Cracow","184258aee99824cf","2022-10-29",4
592,"Statistical expert for cardio-renal outcome trials","Novo Nordisk","Søborg","Søborg","Søborg","Søborg","184258aee99824cf","2022-10-29",4
593,"Statistical expert for cardio-renal outcome trials","Novo Nordisk","Greater Aalborg Area","Greater Aalborg Area","Greater Aalborg Area","Greater Aalborg Area","184304ad01d95d09","2022-10-31",2
594,"Team Lead Product Analytics (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","184304ad01d95d09","2022-10-31",2
595,"Lead AI Engineer","Optum","Dublin","Dublin","Dublin","Dublin","18434f397be94aee","2022-11-01",2
596,"Senior Data Analyst - BI","Philip Morris International","Cracow","Cracow","Cracow","Cracow","18434f397be94aee","2022-11-01",2
597,"Platform Product Owner - Pricing","A.P. Moller - Maersk","Capital Region, Denmark","Capital Region, Denmark","Capital Region, Denmark","Capital Region, Denmark","1843a19df8049c32","2022-11-02",2
598,"Senior Data Analyst - BI","Philip Morris International","Cracow","Cracow","Cracow","Cracow","1843a19df8049c32","2022-11-02",2
599,"Data Scientist","AVIV Group","Nuremberg","Nuremberg","Nuremberg","Nuremberg","1843f4c738673a04","2022-11-03",3
600,"Junior Data Scientist","AVIV Group","Nuremberg","Nuremberg","Nuremberg","Nuremberg","1843f4c738673a04","2022-11-03",3
601,"Lead Analyst – Business Intelligence","Philip Morris International","Cracow","Cracow","Cracow","Cracow","1843f4c738673a04","2022-11-03",3
602,"(senior) Data Scientist","Artefact","Utrecht","Utrecht","Utrecht","Utrecht","184446c78e94e2cf","2022-11-04",3
603,"Marketing Data Scientist, gTech Marketing and Privacy","Google","Hamburg","Hamburg","Hamburg","Hamburg","184446c78e94e2cf","2022-11-04",3
604,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","184446c78e94e2cf","2022-11-04",3
605,"Pricing Analytics Manager","Celonis","Munich","Munich","Munich","Munich","18449878936abb86","2022-11-05",2
606,"Principal Product Analyst - Customer Conversion (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","18449878936abb86","2022-11-05",2
607,"(senior) Data Scientist","Artefact","Utrecht","Utrecht","Utrecht","Utrecht","1845420a3cade935","2022-11-07",6
608,"Data Scientist","Fever","Madrid","Madrid","Madrid","Madrid","1845420a3cade935","2022-11-07",6
609,"Data Scientist","Montarelo Consulting","Madrid","Madrid","Madrid","Madrid","1845420a3cade935","2022-11-07",6
610,"Lead Data Scientist","EPAM Systems","Hoofddorp","Hoofddorp","Hoofddorp","Hoofddorp","1845420a3cade935","2022-11-07",6
611,"Machine Learning Manager - PPC","Booking.com","Amsterdam","Amsterdam","Amsterdam","Amsterdam","1845420a3cade935","2022-11-07",6
612,"Senior Data Scientist- Inference","Tripadvisor","Lisboa","Lisboa","Lisboa","Lisboa","1845420a3cade935","2022-11-07",6
613,"Applied Scientist (F/M/X) - Internship","Jellysmack","Île-de-France, France","Île-de-France, France","Île-de-France, France","Île-de-France, France","1845948c11649712","2022-11-08",4
614,"Data Scientist – Lift Testing (m/f/d)","Crealytics","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","1845948c11649712","2022-11-08",4
615,"Senior Applied Scientist","Zalando","Berlin","Berlin","Berlin","Berlin","1845948c11649712","2022-11-08",4
616,"Senior Machine Learning Researcher (m/f/d)","Merantix Momentum","Berlin","Berlin","Berlin","Berlin","1845948c11649712","2022-11-08",4
617,"Data Scientist","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","1845e63352b0ef50","2022-11-09",5
618,"Data Scientist, Campaigns","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","1845e63352b0ef50","2022-11-09",5
619,"Senior Data Scientist - Commerce Platform","Spotify","Netherlands","Netherlands","Netherlands","Netherlands","1845e63352b0ef50","2022-11-09",5
620,"Senior Data Scientist, Marketplace","Bolt","Tallinn","Tallinn","Tallinn","Tallinn","1845e63352b0ef50","2022-11-09",5
621,"Senior Data Scientist- Inference","Tripadvisor","Lisbon","Lisbon","Lisbon","Lisbon","1845e63352b0ef50","2022-11-09",5
622,"Project Statistician","Eli Lilly and Company","Cork","Cork","Cork","Cork","18463858c3ee16af","2022-11-10",2
623,"Senior Data Scientist","OnePlanet Research Center","Wageningen","Wageningen","Wageningen","Wageningen","18463858c3ee16af","2022-11-10",2
624,"Data Analyst - BI","Philip Morris International","Cracow","Cracow","Cracow","Cracow","18468b83eb8ca947","2022-11-11",4
625,"Data Science Intern (Causal Inference/Machine Learning)","QuantCo","On","On","On","On","18468b83eb8ca947","2022-11-11",4
626,"Data Scientist","QuantCo","Munich","Munich","Munich","Munich","18468b83eb8ca947","2022-11-11",4
627,"Staff Data Scientist - Freemium Product Insights","Spotify","Belgium","Belgium","Belgium","Belgium","18468b83eb8ca947","2022-11-11",4
628,"Applied Scientist (F/M/X) - Internship","Jellysmack","Paris","Paris","Paris","Paris","1846dd988195132c","2022-11-12",3
629,"Experimentation Lead Analyst","HP","Sant Cugat del Vallès","Sant Cugat del Vallès","Sant Cugat del Vallès","Sant Cugat del Vallès","1846dd988195132c","2022-11-12",3
630,"Senior Data Scientist- Inference","Tripadvisor","Lisboa","Lisboa","Lisboa","Lisboa","1846dd988195132c","2022-11-12",3
631,"2023 Applied Science Internship - Machine Learning, Deep Learning, Causal Inference, Causal Representation Learning (m/w/d)","Amazon","Tübingen","Tübingen","Tübingen","Tübingen","18472fcb2be3b2b0","2022-11-13",3
632,"2023 Data Science Internship","Amazon","Turin","Turin","Turin","Turin","18472fcb2be3b2b0","2022-11-13",3
633,"Senior Manager Machine learning #SWX","Stellantis","Poissy","Poissy","Poissy","Poissy","18472fcb2be3b2b0","2022-11-13",3
634,"Mathematican, Physicist, Computer scientist or similar (f/m/x)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","1847821d01335781","2022-11-14",4
635,"Mathematiker/in, Physiker/in, Informatiker/in o.ä. (w/m/d)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","1847821d01335781","2022-11-14",4
636,"Postdoctoral Researcher for Machine Learning for Personalised Effect Estimation of Multi-domain Lifestyle Interventions in Cognitive Health","Radboud University","Nijmegen","Nijmegen","Nijmegen","Nijmegen","1847821d01335781","2022-11-14",4
637,"Senior Data Scientist - Accommodations","Booking.com","Amsterdam","Amsterdam","Amsterdam","Amsterdam","1847821d01335781","2022-11-14",4
638,"Applied Scientist (F/M/X) - Internship","Jellysmack","Paris","Paris","Paris","Paris","1847d5412e6942b6","2022-11-15",6
639,"Lead Data Scientist","SameSystem - Workforce Management","Copenhagen Metropolitan Area","Copenhagen Metropolitan Area","Copenhagen Metropolitan Area","Copenhagen Metropolitan Area","1847d5412e6942b6","2022-11-15",6
640,"Mathematican, Physicist, Computer scientist or similar (f/m/x)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","1847d5412e6942b6","2022-11-15",6
641,"Mathematiker/in, Physiker/in, Informatiker/in o.ä. (w/m/d)","German Aerospace Center (DLR)","Jena","Jena","Jena","Jena","1847d5412e6942b6","2022-11-15",6
642,"Pricing Analytics Manager","Celonis","Madrid","Madrid","Madrid","Madrid","1847d5412e6942b6","2022-11-15",6
643,"Senior Solution Data Scientist, Life Sciences","Dataiku","France","France","France","France","1847d5412e6942b6","2022-11-15",6
644,"Applied Scientist (F/M/X) - Internship","Jellysmack","Paris","Paris","Paris","Paris","1848272e17d1ed42","2022-11-16",5
645,"Central Data Office Data Analyst (m/f/d)","bp","Greater Kassel Area","Greater Kassel Area","Greater Kassel Area","Greater Kassel Area","1848272e17d1ed42","2022-11-16",5
646,"Data Scientist","PepsiCo","Barcelona","Barcelona","Barcelona","Barcelona","1848272e17d1ed42","2022-11-16",5
647,"Econometrician/Data Scientist","EcoMetricx","Romania","Romania","Romania","Romania","1848272e17d1ed42","2022-11-16",5
648,"PhD Position in Learning PDEs from Data","University of Amsterdam","Amsterdam","Amsterdam","Amsterdam","Amsterdam","1848272e17d1ed42","2022-11-16",5
649,"Data Science Manager / Chemicals (all genders)","Accenture DACH","Kronberg","Kronberg","Kronberg","Kronberg","18487990bae54816","2022-11-17",4
650,"Experimentation Lead Analyst","HP","Sant Cugat del Vallès","Sant Cugat del Vallès","Sant Cugat del Vallès","Sant Cugat del Vallès","18487990bae54816","2022-11-17",4
651,"Principal Statistical Analyst","NHS Arden & GEM CSU","Šarišské Michaľany","Šarišské Michaľany","Šarišské Michaľany","Šarišské Michaľany","18487990bae54816","2022-11-17",4
652,"Senior BIE, Vendor experience","Amazon","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","18487990bae54816","2022-11-17",4
653,"PhD Out-Of-Distribution detection for medical AI","Amsterdam UMC","Amsterdam","Amsterdam","Amsterdam","Amsterdam","1848cb59ba67a37c","2022-11-18",3
654,"Senior AI Researcher (m/f/x)","appliedAI Initiative ","Germany","Germany","Germany","Germany","1848cb59ba67a37c","2022-11-18",3
655,"Senior BIE, Vendor experience","Amazon","Milan","Milan","Milan","Milan","1848cb59ba67a37c","2022-11-18",3
656,"Business Intelligence Engineer, EU SL AVS","Amazon","Munich","Munich","Munich","Munich","18491e04d38b8126","2022-11-19",2
657,"PhD Out-Of-Distribution detection for medical AI","Amsterdam UMC","Amsterdam","Amsterdam","Amsterdam","Amsterdam","18491e04d38b8126","2022-11-19",2
658,"Applied Scientist (F/M/X) - Internship","Jellysmack","Paris","Paris","Paris","Paris","184970e0daa69582","2022-11-20",2
659,"Senior BIE, Vendor experience","Amazon","Munich","Munich","Munich","Munich","184970e0daa69582","2022-11-20",2
660,"Team Lead Product Analytics (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","1849c2fc4961e3f2","2022-11-21",1
661,"PhD Position in Out-Of-Distribution detection for Medical AI","Amsterdam UMC","Amsterdam","Amsterdam","Amsterdam","Amsterdam","184a157d0f69eaf2","2022-11-22",2
662,"Postdoctoral Researcher for Machine Learning for Personalised Effect Estimation of Multi-domain Lifestyle Interventions in Cognitive Health","Radboud University","Nijmegen","Nijmegen","Nijmegen","Nijmegen","184a157d0f69eaf2","2022-11-22",2
663,"Data Scientist","efood","Athens","Athens","Athens","Athens","184a678dbb65d3e8","2022-11-23",4
664,"Postdoctoral Researcher for Machine Learning for Personalised Effect Estimation of Multi-domain Lifestyle Interventions in Cognitive Health","Radboud University","Nijmegen","Nijmegen","Nijmegen","Nijmegen","184a678dbb65d3e8","2022-11-23",4
665,"Principal - Data Science","Just Eat Takeaway.com","Berlin, Germany","Berlin, Germany","Berlin, Germany","Berlin, Germany","184a678dbb65d3e8","2022-11-23",4
666,"Senior Data Scientist- Inference","Tripadvisor","Lisbon","Lisbon","Lisbon","Lisbon","184a678dbb65d3e8","2022-11-23",4
667,"Accelerator - Data Science Internship","Xtramile   ","Paris","Paris","Paris","Paris","184abacea7763237","2022-11-24",2
668,"Data Scientist (Campus Recruitment)","Tencent","Amsterdam","Amsterdam","Amsterdam","Amsterdam","184abacea7763237","2022-11-24",2
669,"Data Scientist","AVIV Group","Nuremberg","Nuremberg","Nuremberg","Nuremberg","184b0c370bb42fd3","2022-11-25",6
670,"Data Scientist","Jungheinrich Digital Solutions AG & Co. KG","Community of Madrid, Spain","Community of Madrid, Spain","Community of Madrid, Spain","Community of Madrid, Spain","184b0c370bb42fd3","2022-11-25",6
671,"Data Scientist, Experimentation","Wolt","Stockholm","Stockholm","Stockholm","Stockholm","184b0c370bb42fd3","2022-11-25",6
672,"Senior Customer Data Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","184b0c370bb42fd3","2022-11-25",6
673,"Senior Customer Data Analyst, Customer Segmentation and Targeting (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","184b0c370bb42fd3","2022-11-25",6
674,"Senior Customer Segmentation & Targeting Analyst (all genders)","Zalando","Berlin","Berlin","Berlin","Berlin","184b0c370bb42fd3","2022-11-25",6
675,"Pricing Analytics Manager","Celonis","Munich","Munich","Munich","Munich","184b5f6cddf4f122","2022-11-26",1
676,"Analyst - Business Intelligence","Philip Morris International","Cracow","Cracow","Cracow","Cracow","184c03f8c1dbe118","2022-11-28",4
677,"Data Scientist - Pharma Operations Benchmarking","McKinsey & Company","Wrocław","Wrocław","Wrocław","Wrocław","184c03f8c1dbe118","2022-11-28",4
678,"Lead Data Scientist","EPAM Systems","Hoofddorp","Hoofddorp","Hoofddorp","Hoofddorp","184c03f8c1dbe118","2022-11-28",4
679,"Machine Learning, AI - Research Scientist for Casuality","AstraZeneca","Mölndal","Mölndal","Mölndal","Mölndal","184c03f8c1dbe118","2022-11-28",4
680,"(senior) Data Scientist","Artefact","Utrecht","Utrecht","Utrecht","Utrecht","184c55fc287e123f","2022-11-29",5
681,"Analyst - Business Intelligence","Philip Morris International","Cracow","Cracow","Cracow","Cracow","184c55fc287e123f","2022-11-29",5
682,"Machine Learning Manager - PPC","Booking.com","Amsterdam","Amsterdam","Amsterdam","Amsterdam","184c55fc287e123f","2022-11-29",5
683,"Product Data Analyst","A.P. Moller - Maersk","The Hague","The Hague","The Hague","The Hague","184c55fc287e123f","2022-11-29",5
684,"Senior Product Analyst","ThoughtLabs Belgium","Belgium","Belgium","Belgium","Belgium","184c55fc287e123f","2022-11-29",5
